Ref,Val,Package,PosX,PosY,Rot,Side
"C94","100nf","C_0603_1608Metric",344.650000,-141.370000,180.000000,bottom
"C95","100nf","C_0603_1608Metric",363.700000,-141.370000,180.000000,bottom
"C96","100nf","C_0603_1608Metric",382.750000,-141.370000,180.000000,bottom
"C97","100nf","C_0603_1608Metric",401.800000,-141.370000,180.000000,bottom
"C98","100nf","C_0603_1608Metric",406.525000,-65.150000,180.000000,bottom
"C99","100nf","C_0603_1608Metric",131.770000,-46.235000,-90.000000,bottom
"C100","10uF","C_0603_1608Metric",133.260000,-46.235000,-90.000000,bottom
"C101","10uF","C_0603_1608Metric",134.750000,-46.235000,-90.000000,bottom
"C102","4.7uF","C_0603_1608Metric",109.982149,-33.722351,90.000000,bottom
"C103","10uF","C_0603_1608Metric",106.707149,-39.557351,180.000000,bottom
"C104","47uF","C_0603_1608Metric",118.630000,-46.305000,-90.000000,bottom
